Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;angRate
23_03_21 12:25:54.383;0;I;1210;808;2100;4;;ce7c15bd;-0.03649597615003586
23_03_21 12:25:54.499;0;I;1210;808;2100;4;;51f31c41;9.809403419494629
23_03_21 12:25:54.617;0;I;1210;808;2100;4;;195b2742;41.83896255493164
23_03_21 12:25:54.734;0;I;1210;808;2100;4;;8e0da442;82.02647399902344
23_03_21 12:25:54.850;0;I;1210;808;2100;4;;8da8fd42;126.8292007446289
23_03_21 12:25:54.967;0;I;1210;808;2100;4;;9e572b43;171.34225463867188
23_03_21 12:25:55.083;0;I;1210;808;2100;4;;eb385343;211.2223358154297
23_03_21 12:25:55.200;0;I;1210;808;2100;4;;c6c78043;257.56072998046875
23_03_21 12:25:55.316;0;I;1210;808;2100;4;;bead9343;295.35736083984375
23_03_21 12:25:55.435;0;I;1210;808;2100;4;;ce7ea743;334.99066162109375
23_03_21 12:25:55.549;0;I;1210;808;2100;4;;c24eb843;368.61529541015625
23_03_21 12:25:55.665;0;I;1210;808;2100;4;;a002c743;398.0205078125
23_03_21 12:25:55.782;0;I;1210;808;2100;4;;df98d543;427.1943054199219
23_03_21 12:25:55.901;0;I;1210;808;2100;4;;4c69e243;452.8226318359375
23_03_21 12:25:56.018;0;I;1210;808;2100;4;;40e9eb43;471.822265625
23_03_21 12:25:56.132;0;I;1210;808;2100;4;;d5aaf543;491.3346252441406
23_03_21 12:25:56.249;0;I;1210;808;2100;4;;20c0fd43;507.5009765625
23_03_21 12:25:56.365;0;I;1210;808;2100;4;;892c0244;520.6958618164062
23_03_21 12:25:56.484;0;I;1210;808;2100;4;;77660444;529.6010131835938
23_03_21 12:25:56.600;0;I;1210;808;2100;4;;0b400744;541.0006713867188
23_03_21 12:25:56.716;0;I;1210;808;2100;4;;15ae0844;546.7200317382812
23_03_21 12:25:56.833;0;I;1210;808;2100;4;;d6870944;550.1224365234375
23_03_21 12:25:56.952;0;I;1210;808;2100;4;;99370944;548.8687133789062
23_03_21 12:25:57.067;0;I;1210;808;2100;4;;6ae30844;547.5533447265625
23_03_21 12:25:57.183;0;I;1210;808;2100;4;;18b80844;546.87646484375
23_03_21 12:25:57.301;0;I;1210;808;2100;4;;d06c0744;541.7001953125
23_03_21 12:25:57.416;0;I;1210;808;2100;4;;afa40544;534.5731811523438
23_03_21 12:25:57.533;0;I;1210;808;2100;4;;6f860344;526.1005249023438
23_03_21 12:25:57.650;0;I;1210;808;2100;4;;0d710144;517.7664184570312
23_03_21 12:25:57.766;0;I;1210;808;2100;4;;e3dbfe43;509.7178649902344
23_03_21 12:25:57.884;0;I;1210;808;2100;4;;13e0fa43;501.7505798339844
23_03_21 12:25:58.001;0;I;1210;808;2100;4;;7ac2f543;491.51934814453125
23_03_21 12:25:58.116;0;I;1210;808;2100;4;;0e19ef43;478.19573974609375
23_03_21 12:25:58.231;0;I;1210;808;2100;4;;51cbea43;469.5884094238281
23_03_21 12:25:58.349;0;I;1210;808;2100;4;;1980e543;459.0007629394531
23_03_21 12:25:58.467;0;I;1210;808;2100;4;;50bede43;445.48681640625
23_03_21 12:25:58.582;0;I;1210;808;2100;4;;63e7db43;439.8077087402344
23_03_21 12:25:58.698;0;I;1210;808;2100;4;;a84cd643;428.598876953125
23_03_21 12:25:58.814;0;I;1210;808;2100;4;;2ad1d243;421.63409423828125
23_03_21 12:25:58.931;0;I;1210;808;2100;4;;6d8dcd43;411.1048889160156
23_03_21 12:25:59.048;0;I;1210;808;2100;4;;c501c843;400.0138244628906
23_03_21 12:25:59.162;0;I;1210;808;2100;4;;1a74c743;398.90704345703125
23_03_21 12:25:59.279;0;I;1210;808;2100;4;;e0e5c343;391.7958984375
23_03_21 12:25:59.395;0;I;1210;808;2100;4;;ee5fc043;384.74945068359375
23_03_21 12:25:59.512;0;I;1210;808;2100;4;;e84cbc43;376.600830078125
23_03_21 12:25:59.626;0;I;1210;808;2100;4;;c374bd43;378.9122009277344
23_03_21 12:25:59.743;0;I;1210;808;2100;4;;2d6bbb43;374.8373107910156
23_03_21 12:25:59.859;0;I;1210;808;2100;4;;b6e0b843;369.75555419921875
23_03_21 12:25:59.976;0;I;1210;808;2100;4;;2fe7b743;367.8061218261719
23_03_21 12:26:00.090;0;I;1210;808;2100;4;;bf34b743;366.4120788574219
23_03_21 12:26:00.207;0;I;1210;808;2100;4;;54f5b643;365.9166259765625
23_03_21 12:26:00.322;0;I;1210;808;2100;4;;8d59b543;362.6996154785156
23_03_21 12:26:00.438;0;I;1210;808;2100;4;;53eeb843;369.8619079589844
23_03_21 12:26:00.556;0;I;1210;808;2100;4;;e0ddb843;369.7333984375
23_03_21 12:26:00.671;0;I;1210;808;2100;4;;f27ab843;368.96051025390625
23_03_21 12:26:00.788;0;I;1210;808;2100;4;;f7bab843;369.4606628417969
23_03_21 12:26:00.904;0;I;1210;808;2100;4;;4e40b943;370.50238037109375
23_03_21 12:26:01.020;0;I;1210;808;2100;4;;4562ba43;372.7677307128906
23_03_21 12:26:01.136;0;I;1210;808;2100;4;;979fbb43;375.2467956542969
23_03_21 12:26:01.252;0;I;1210;808;2100;4;;1cedbd43;379.8524169921875
23_03_21 12:26:01.369;0;I;1210;808;2100;4;;ebddbd43;379.7337341308594
23_03_21 12:26:01.486;0;I;1210;808;2100;4;;71a6be43;381.3003234863281
23_03_21 12:26:01.601;0;I;1210;808;2100;4;;dd87be43;381.0614318847656
23_03_21 12:26:01.717;0;I;1210;808;2100;4;;594bc243;388.5886535644531
23_03_21 12:26:01.833;0;I;1210;808;2100;4;;6097c243;389.1826171875
23_03_21 12:26:01.950;0;I;1210;808;2100;4;;fa11c343;390.14044189453125
23_03_21 12:26:02.067;0;I;1210;808;2100;4;;6d52c243;388.6439514160156
23_03_21 12:26:02.184;0;I;1210;808;2100;4;;fe40c643;396.50775146484375
23_03_21 12:26:02.299;0;I;1210;808;2100;4;;e664c643;396.78826904296875
23_03_21 12:26:02.414;0;I;1210;808;2100;4;;2fddc643;397.7279968261719
23_03_21 12:26:02.532;0;I;1210;808;2100;4;;f91dc843;400.2341613769531
23_03_21 12:26:02.648;0;I;1210;808;2100;4;;eedec743;399.74163818359375
23_03_21 12:26:02.765;0;I;1210;808;2100;4;;7e8fc843;401.12103271484375
23_03_21 12:26:02.882;0;I;1210;808;2100;4;;d691ca43;405.13934326171875
23_03_21 12:26:03.000;0;I;1210;808;2100;4;;68e2c943;403.768798828125
23_03_21 12:26:03.117;0;I;1210;808;2100;4;;8d95ca43;405.1683654785156
23_03_21 12:26:03.234;0;I;1210;808;2100;4;;f7a9cb43;407.3278503417969
23_03_21 12:26:03.350;0;I;1210;808;2100;4;;50b4ca43;405.40869140625
23_03_21 12:26:03.465;0;I;1210;808;2100;4;;533dcc43;408.4790954589844
23_03_21 12:26:03.581;0;I;1210;808;2100;4;;f56dca43;404.8590393066406
23_03_21 12:26:03.699;0;I;1210;808;2100;4;;c11aca43;404.2090148925781
23_03_21 12:26:03.817;0;I;1210;808;2100;4;;f594cc43;409.1637268066406
23_03_21 12:26:03.931;0;I;1210;808;2100;4;;f111cb43;406.1401672363281
23_03_21 12:26:04.048;0;I;1210;808;2100;4;;be03cb43;406.02923583984375
23_03_21 12:26:04.164;0;I;1210;808;2100;4;;4b56cb43;406.6741638183594
23_03_21 12:26:04.283;0;I;1210;808;2100;4;;52b0c943;403.37750244140625
23_03_21 12:26:04.400;0;I;1210;808;2100;4;;5c28cc43;408.3153076171875
23_03_21 12:26:04.516;0;I;1210;808;2100;4;;253aca43;404.4542541503906
23_03_21 12:26:04.632;0;I;1210;808;2100;4;;6633ca43;404.40155029296875
23_03_21 12:26:04.750;0;I;1210;808;2100;4;;3b5bca43;404.7127380371094
23_03_21 12:26:04.868;0;I;1210;808;2100;4;;6b83c943;403.0267028808594
23_03_21 12:26:04.982;0;I;1210;808;2100;4;;541cc943;402.2213134765625
23_03_21 12:26:05.099;0;I;1210;808;2100;4;;b038ca43;404.44287109375
23_03_21 12:26:05.216;0;I;1210;808;2100;4;;d21ec943;402.24078369140625
23_03_21 12:26:05.334;0;I;1210;808;2100;4;;3616c743;398.17352294921875
23_03_21 12:26:05.450;0;I;1210;808;2100;4;;9a82c943;403.02032470703125
23_03_21 12:26:05.566;0;I;1210;808;2100;4;;7d0dc843;400.1053771972656
23_03_21 12:26:05.681;0;I;1210;808;2100;4;;cef3c743;399.90472412109375
23_03_21 12:26:05.800;0;I;1210;808;2100;4;;0532c843;400.3907775878906
23_03_21 12:26:05.918;0;I;1210;808;2100;4;;88b3c643;397.402587890625
23_03_21 12:26:06.032;0;I;1210;808;2100;4;;1cc3c643;397.5242919921875
23_03_21 12:26:06.148;0;I;1210;808;2100;4;;8d60c843;400.7543029785156
23_03_21 12:26:06.265;0;I;1210;808;2100;4;;7d73c743;398.9022521972656
23_03_21 12:26:06.383;0;I;1210;808;2100;4;;de78c543;394.94427490234375
23_03_21 12:26:06.499;0;I;1210;808;2100;4;;be37c843;400.43548583984375
23_03_21 12:26:06.615;0;I;1210;808;2100;4;;b949c743;398.5759582519531
23_03_21 12:26:06.732;0;I;1210;808;2100;4;;90eec643;397.86376953125
23_03_21 12:26:06.848;0;I;1210;808;2100;4;;1c50c743;398.6258544921875
23_03_21 12:26:06.965;0;I;1210;808;2100;4;;f7d4c643;397.6637878417969
23_03_21 12:26:07.082;0;I;1210;808;2100;4;;2cd8c643;397.6888427734375
23_03_21 12:26:07.198;0;I;1210;808;2100;4;;f32dc843;400.3589782714844
23_03_21 12:26:07.316;0;I;1210;808;2100;4;;5e0ac643;396.08099365234375
23_03_21 12:26:07.432;0;I;1210;808;2100;4;;2489c543;395.0714111328125
23_03_21 12:26:07.548;0;I;1210;808;2100;4;;aa42c843;400.52081298828125
23_03_21 12:26:07.665;0;I;1210;808;2100;4;;bb0bc743;398.0916442871094
23_03_21 12:26:07.784;0;I;1210;808;2100;4;;0ee1c643;397.75823974609375
23_03_21 12:26:07.899;0;I;1210;808;2100;4;;7456c743;398.6754150390625
23_03_21 12:26:08.014;0;I;1210;808;2100;4;;696ac743;398.8313293457031
23_03_21 12:26:08.131;0;I;1210;808;2100;4;;5cfec643;397.9871826171875
23_03_21 12:26:08.247;0;I;1210;808;2100;4;;4e9dc843;401.22894287109375
23_03_21 12:26:08.364;0;I;1210;808;2100;4;;8b57c743;398.6839294433594
23_03_21 12:26:08.480;0;I;1210;808;2100;4;;fe76c643;396.92962646484375
23_03_21 12:26:08.596;0;I;1210;808;2100;4;;1957c943;402.6804504394531
23_03_21 12:26:08.713;0;I;1210;808;2100;4;;2e57c843;400.68109130859375
23_03_21 12:26:08.829;0;I;1210;808;2100;4;;9ea0c743;399.25482177734375
