Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;torque
23_03_21 11:53:19.755;0;I;1210;808;2101;4;;c97ef8b9;-0.0004739670839626342
23_03_21 11:53:19.872;0;I;1210;808;2101;4;;7dbf10ba;-0.0005521698039956391
23_03_21 11:53:19.988;0;I;1210;808;2101;4;;e74d1cba;-0.0005962536088190973
23_03_21 11:53:20.104;0;I;1210;808;2101;4;;850032ba;-0.0006790238549001515
23_03_21 11:53:20.223;0;I;1210;808;2101;4;;65b936ba;-0.0006970374961383641
23_03_21 11:53:20.338;0;I;1210;808;2101;4;;d7c72bba;-0.0006552910781465471
23_03_21 11:53:20.455;0;I;1210;808;2101;4;;17dc29ba;-0.0006479634321294725
23_03_21 11:53:20.571;0;I;1210;808;2101;4;;b38147ba;-0.0007610574248246849
23_03_21 11:53:20.688;0;I;1210;808;2101;4;;813d40ba;-0.0007333383546210825
23_03_21 11:53:20.806;0;I;1210;808;2101;4;;b99260ba;-0.0008566785254515707
23_03_21 11:53:20.924;0;I;1210;808;2101;4;;456c2bba;-0.0006539265741594136
23_03_21 11:53:21.038;0;I;1210;808;2101;4;;c9be3fba;-0.0007314500981010497
23_03_21 11:53:21.154;0;I;1210;808;2101;4;;10eb12ba;-0.0005604485049843788
23_03_21 11:53:21.272;0;I;1210;808;2101;4;;a5ee35ba;-0.0006940162857063115
23_03_21 11:53:21.390;0;I;1210;808;2101;4;;fa1d38ba;-0.00070235098246485
23_03_21 11:53:21.506;0;I;1210;808;2101;4;;ef0fdbb9;-0.0004178280651103705
23_03_21 11:53:21.622;0;I;1210;808;2101;4;;d1d6d6b9;-0.00040977311437018216
23_03_21 11:53:21.739;0;I;1210;808;2101;4;;0ab2bcb9;-0.000359908037353307
23_03_21 11:53:21.855;0;I;1210;808;2101;4;;980fffb9;-0.0004864900838583708
23_03_21 11:53:21.972;0;I;1210;808;2101;4;;d998b1b9;-0.00033873951178975403
23_03_21 11:53:22.090;0;I;1210;808;2101;4;;c2a815b9;-0.00014272614498622715
23_03_21 11:53:22.206;0;I;1210;808;2101;4;;0b7d43b9;-0.000186432313057594
23_03_21 11:53:22.322;0;I;1210;808;2101;4;;c6efa1b8;-7.721739530097693e-05
23_03_21 11:53:22.439;0;I;1210;808;2101;4;;29ce03b9;-0.00012569934187922627
23_03_21 11:53:22.558;0;I;1210;808;2101;4;;5fd477b8;-5.908717503189109e-05
23_03_21 11:53:22.674;0;I;1210;808;2101;4;;7fde1db9;-0.0001505557302152738
23_03_21 11:53:22.790;0;I;1210;808;2101;4;;e44ea2b7;-1.9348641217220575e-05
23_03_21 11:53:22.906;0;I;1210;808;2101;4;;caa22839;0.00016082372167147696
23_03_21 11:53:23.023;0;I;1210;808;2101;4;;60afc238;9.283307008445263e-05
23_03_21 11:53:23.139;0;I;1210;808;2101;4;;021e1939;0.00014602395822294056
23_03_21 11:53:23.257;0;I;1210;808;2101;4;;81e60439;0.0001267437037313357
23_03_21 11:53:23.375;0;I;1210;808;2101;4;;c14aec38;0.00011267280933680013
23_03_21 11:53:23.489;0;I;1210;808;2101;4;;cac8f2b7;-2.8942147764610127e-05
23_03_21 11:53:23.606;0;I;1210;808;2101;4;;bf6a8539;0.00025447268853895366
23_03_21 11:53:23.722;0;I;1210;808;2101;4;;45192939;0.00016126509581226856
23_03_21 11:53:23.839;0;I;1210;808;2101;4;;77f00f39;0.00013727122859563679
23_03_21 11:53:23.956;0;I;1210;808;2101;4;;45708037;1.531106863694731e-05
23_03_21 11:53:24.071;0;I;1210;808;2101;4;;988d8f39;0.0002738058101385832
23_03_21 11:53:24.189;0;I;1210;808;2101;4;;81daf938;0.0001191394476336427
23_03_21 11:53:24.306;0;I;1210;808;2101;4;;b98e0039;0.00012260199582669884
23_03_21 11:53:24.424;0;I;1210;808;2101;4;;56642639;0.00015868371701799333
23_03_21 11:53:24.540;0;I;1210;808;2101;4;;8a812639;0.0001587925071362406
23_03_21 11:53:24.658;0;I;1210;808;2101;4;;d58ed338;0.00010087868577102199
23_03_21 11:53:24.774;0;I;1210;808;2101;4;;41396f39;0.00022814144904259592
23_03_21 11:53:24.889;0;I;1210;808;2101;4;;6990a538;7.894711598055437e-05
23_03_21 11:53:25.007;0;I;1210;808;2101;4;;4fc314b8;-3.546784500940703e-05
23_03_21 11:53:25.123;0;I;1210;808;2101;4;;a7b83d39;0.00018093232938554138
23_03_21 11:53:25.238;0;I;1210;808;2101;4;;03432c38;4.107040513190441e-05
23_03_21 11:53:25.355;0;I;1210;808;2101;4;;e58d6938;5.568367851083167e-05
23_03_21 11:53:25.473;0;I;1210;808;2101;4;;6187a638;7.94071311247535e-05
23_03_21 11:53:25.588;0;I;1210;808;2101;4;;dc6525b8;-3.9433929487131536e-05
23_03_21 11:53:25.705;0;I;1210;808;2101;4;;eaa737b8;-4.378698213258758e-05
23_03_21 11:53:25.821;0;I;1210;808;2101;4;;4d48e138;0.00010742303129518405
23_03_21 11:53:25.939;0;I;1210;808;2101;4;;07122837;1.0017777640314307e-05
23_03_21 11:53:26.055;0;I;1210;808;2101;4;;00de3638;4.359893500804901e-05
23_03_21 11:53:26.171;0;I;1210;808;2101;4;;6868bcb7;-2.245996438432485e-05
23_03_21 11:53:26.288;0;I;1210;808;2101;4;;140503b8;-3.123756323475391e-05
23_03_21 11:53:26.409;0;I;1210;808;2101;4;;6e6cbb38;8.937051461543888e-05
23_03_21 11:53:26.520;0;I;1210;808;2101;4;;49b9d836;6.458871666836785e-06
23_03_21 11:53:26.643;0;I;1210;808;2101;4;;1d7032b9;-0.00017017168283928186
23_03_21 11:53:26.753;0;I;1210;808;2101;4;;109a7238;5.784077802672982e-05
23_03_21 11:53:26.870;0;I;1210;808;2101;4;;9abe85b8;-6.377436511684209e-05
23_03_21 11:53:26.988;0;I;1210;808;2101;4;;991e8cb8;-6.68141947244294e-05
23_03_21 11:53:27.103;0;I;1210;808;2101;4;;8a8648b8;-4.780901508638635e-05
